,ids,skill_category,rank_,score_
41,ID_1,Equipment_Selection,8,47.16981132075472
42,ID_1,Operation_and_Control,9,46.875
43,ID_1,Instructing,10,45.90163934426229
44,ID_1,Operation_Monitoring,11,44.06779661016949
45,ID_1,Reading_Comprehension,12,43.47826086956522
46,ID_1,Equipment_Maintenance,13,43.13725490196079
47,ID_1,Systems_Evaluation,14,42.42424242424242
48,ID_1,Monitoring,15,41.77215189873418
49,ID_1,Operations_Analysis,16,41.66666666666667
50,ID_1,Persuasion,17,41.41414141414141
51,ID_1,Management_of_Personnel_Resources,18,41.02564102564102
52,ID_1,Repairing,19,40.298507462686565
53,ID_1,Negotiation,20,39.58333333333333
54,ID_1,Social_Perceptiveness,21,38.80597014925373
55,ID_1,Learning_Strategies,22,38.70967741935484
56,ID_1,Active_Learning,23,37.5
57,ID_1,Systems_Analysis,24,36.44859813084112
58,ID_1,Quality_Control_Analysis,25,36.144578313253014
59,ID_1,Judgment_and_Decision_Making,26,35.65217391304348
60,ID_1,Active_Listening,27,34.883720930232556
61,ID_1,Critical_Thinking,28,34.25925925925926
62,ID_1,Complex_Problem_Solving,29,34.090909090909086
63,ID_1,Management_of_Financial_Resources,30,33.84615384615385
64,ID_1,Time_Management,31,31.61290322580645
65,ID_1,Service_Orientation,32,31.386861313868614
66,ID_1,Management_of_Material_Resources,33,31.25
67,ID_1,Coordination,34,30.985915492957744
68,ID_2,Science,1,65.0
69,ID_2,Operation_and_Control,2,56.25
70,ID_2,Technology_Design,3,55.714285714285715
71,ID_2,Installation,4,54.285714285714285
72,ID_2,Mathematics,5,53.52112676056338
73,ID_2,Instructing,6,52.459016393442624
74,ID_2,Programming,7,52.22222222222223
75,ID_2,Operation_Monitoring,8,50.847457627118644
76,ID_2,Troubleshooting,9,50.0
77,ID_2,Monitoring,10,49.36708860759494
78,ID_2,Management_of_Personnel_Resources,11,48.717948717948715
79,ID_2,Systems_Evaluation,12,48.484848484848484
80,ID_2,Persuasion,13,48.484848484848484
81,ID_2,Operations_Analysis,14,47.61904761904761
82,ID_2,Speaking,15,46.666666666666664
83,ID_2,Reading_Comprehension,16,45.65217391304348
84,ID_2,Equipment_Selection,17,45.28301886792453
85,ID_2,Equipment_Maintenance,18,45.09803921568628
86,ID_2,Negotiation,19,44.79166666666667
87,ID_2,Learning_Strategies,20,43.01075268817204
88,ID_2,Active_Learning,21,42.04545454545455
89,ID_2,Systems_Analysis,22,41.1214953271028
90,ID_2,Quality_Control_Analysis,23,40.963855421686745
91,ID_2,Repairing,24,40.298507462686565
92,ID_2,Judgment_and_Decision_Making,25,40.0
93,ID_2,Complex_Problem_Solving,26,39.39393939393939
94,ID_2,Critical_Thinking,27,38.88888888888889
95,ID_2,Social_Perceptiveness,28,38.80597014925373
96,ID_2,Management_of_Financial_Resources,29,38.46153846153847
97,ID_2,Active_Listening,30,38.372093023255815
98,ID_2,Coordination,31,36.61971830985916
99,ID_2,Time_Management,32,35.483870967741936
100,ID_2,Management_of_Material_Resources,33,33.125
101,ID_2,Service_Orientation,34,32.11678832116788
102,ID_3,Speaking,1,53.333333333333336
103,ID_3,Instructing,2,50.81967213114754
104,ID_3,Learning_Strategies,3,48.38709677419355
105,ID_3,Social_Perceptiveness,4,46.26865671641791
106,ID_3,Management_of_Personnel_Resources,5,46.15384615384615
107,ID_3,Installation,6,45.714285714285715
108,ID_3,Operation_Monitoring,7,44.06779661016949
109,ID_3,Active_Learning,8,43.18181818181818
110,ID_3,Monitoring,9,43.037974683544306
111,ID_3,Active_Listening,10,43.02325581395349
112,ID_3,Science,11,42.5
113,ID_3,Negotiation,12,41.66666666666667
114,ID_3,Technology_Design,13,41.42857142857143
115,ID_3,Persuasion,14,41.41414141414141
116,ID_3,Reading_Comprehension,15,41.30434782608695
117,ID_3,Operation_and_Control,16,40.625
118,ID_3,Systems_Evaluation,17,40.4040404040404
119,ID_3,Critical_Thinking,18,39.81481481481482
120,ID_3,Troubleshooting,19,39.58333333333333
121,ID_3,Mathematics,20,39.436619718309856
122,ID_3,Programming,21,38.88888888888889
123,ID_3,Systems_Analysis,22,38.31775700934579
124,ID_3,Operations_Analysis,23,38.095238095238095
125,ID_3,Judgment_and_Decision_Making,24,37.391304347826086
126,ID_3,Equipment_Maintenance,25,37.254901960784316
127,ID_3,Equipment_Selection,26,35.84905660377358
128,ID_3,Complex_Problem_Solving,27,35.60606060606061
129,ID_3,Management_of_Financial_Resources,28,35.38461538461539
130,ID_3,Quality_Control_Analysis,29,34.93975903614458
131,ID_3,Coordination,30,34.50704225352113
132,ID_3,Repairing,31,34.32835820895522
133,ID_3,Service_Orientation,32,32.846715328467155
134,ID_3,Time_Management,33,32.25806451612903
135,ID_3,Management_of_Material_Resources,34,30.625000000000004
136,ID_4,Speaking,1,53.333333333333336
137,ID_4,Instructing,2,50.81967213114754
138,ID_4,Learning_Strategies,3,48.38709677419355
139,ID_4,Social_Perceptiveness,4,46.26865671641791
140,ID_4,Management_of_Personnel_Resources,5,46.15384615384615
141,ID_4,Installation,6,45.714285714285715
142,ID_4,Operation_Monitoring,7,44.06779661016949
143,ID_4,Active_Learning,8,43.18181818181818
144,ID_4,Monitoring,9,43.037974683544306
145,ID_4,Active_Listening,10,43.02325581395349
146,ID_4,Science,11,42.5
147,ID_4,Negotiation,12,41.66666666666667
148,ID_4,Technology_Design,13,41.42857142857143
149,ID_4,Persuasion,14,41.41414141414141
150,ID_4,Reading_Comprehension,15,41.30434782608695
151,ID_4,Operation_and_Control,16,40.625
152,ID_4,Systems_Evaluation,17,40.4040404040404
153,ID_4,Critical_Thinking,18,39.81481481481482
154,ID_4,Troubleshooting,19,39.58333333333333
155,ID_4,Mathematics,20,39.436619718309856
156,ID_4,Programming,21,38.88888888888889
157,ID_4,Systems_Analysis,22,38.31775700934579
158,ID_4,Operations_Analysis,23,38.095238095238095
159,ID_4,Judgment_and_Decision_Making,24,37.391304347826086
160,ID_4,Equipment_Maintenance,25,37.254901960784316
161,ID_4,Equipment_Selection,26,35.84905660377358
162,ID_4,Complex_Problem_Solving,27,35.60606060606061
163,ID_4,Management_of_Financial_Resources,28,35.38461538461539
164,ID_4,Quality_Control_Analysis,29,34.93975903614458
165,ID_4,Coordination,30,34.50704225352113
166,ID_4,Repairing,31,34.32835820895522
167,ID_4,Service_Orientation,32,32.846715328467155
168,ID_4,Time_Management,33,32.25806451612903
169,ID_4,Management_of_Material_Resources,34,30.625000000000004
170,ID_5,Speaking,1,53.333333333333336
171,ID_5,Instructing,2,50.81967213114754
172,ID_5,Learning_Strategies,3,48.38709677419355
173,ID_5,Social_Perceptiveness,4,46.26865671641791
174,ID_5,Management_of_Personnel_Resources,5,46.15384615384615
175,ID_5,Installation,6,45.714285714285715
176,ID_5,Operation_Monitoring,7,44.06779661016949
177,ID_5,Active_Learning,8,43.18181818181818
178,ID_5,Monitoring,9,43.037974683544306
179,ID_5,Active_Listening,10,43.02325581395349
180,ID_5,Science,11,42.5
181,ID_5,Negotiation,12,41.66666666666667
182,ID_5,Technology_Design,13,41.42857142857143
183,ID_5,Persuasion,14,41.41414141414141
184,ID_5,Reading_Comprehension,15,41.30434782608695
185,ID_5,Operation_and_Control,16,40.625
186,ID_5,Systems_Evaluation,17,40.4040404040404
187,ID_5,Critical_Thinking,18,39.81481481481482
188,ID_5,Troubleshooting,19,39.58333333333333
189,ID_5,Mathematics,20,39.436619718309856
190,ID_5,Programming,21,38.88888888888889
191,ID_5,Systems_Analysis,22,38.31775700934579
192,ID_5,Operations_Analysis,23,38.095238095238095
193,ID_5,Judgment_and_Decision_Making,24,37.391304347826086
194,ID_5,Equipment_Maintenance,25,37.254901960784316
195,ID_5,Equipment_Selection,26,35.84905660377358
196,ID_5,Complex_Problem_Solving,27,35.60606060606061
197,ID_5,Management_of_Financial_Resources,28,35.38461538461539
198,ID_5,Quality_Control_Analysis,29,34.93975903614458
199,ID_5,Coordination,30,34.50704225352113
200,ID_5,Repairing,31,34.32835820895522
201,ID_5,Service_Orientation,32,32.846715328467155
202,ID_5,Time_Management,33,32.25806451612903
203,ID_5,Management_of_Material_Resources,34,30.625000000000004
204,ID_6,Speaking,1,60.0
205,ID_6,Instructing,2,57.377049180327866
206,ID_6,Learning_Strategies,3,53.76344086021505
207,ID_6,Social_Perceptiveness,4,53.73134328358209
208,ID_6,Management_of_Personnel_Resources,5,50.0
209,ID_6,Reading_Comprehension,6,50.0
210,ID_6,Active_Listening,7,50.0
211,ID_6,Installation,8,48.57142857142857
212,ID_6,Monitoring,9,48.10126582278481
213,ID_6,Active_Learning,10,47.72727272727273
214,ID_6,Science,11,47.5
215,ID_6,Operation_and_Control,12,46.875
216,ID_6,Negotiation,13,46.875
217,ID_6,Troubleshooting,14,45.83333333333333
218,ID_6,Technology_Design,15,45.714285714285715
219,ID_6,Persuasion,16,45.45454545454545
220,ID_6,Systems_Evaluation,17,45.45454545454545
221,ID_6,Mathematics,18,45.07042253521127
222,ID_6,Operation_Monitoring,19,44.06779661016949
223,ID_6,Critical_Thinking,20,43.51851851851852
224,ID_6,Equipment_Maintenance,21,43.13725490196079
225,ID_6,Systems_Analysis,22,42.99065420560748
226,ID_6,Programming,23,42.22222222222222
227,ID_6,Operations_Analysis,24,41.66666666666667
228,ID_6,Judgment_and_Decision_Making,25,40.869565217391305
229,ID_6,Equipment_Selection,26,39.62264150943396
230,ID_6,Complex_Problem_Solving,27,39.39393939393939
231,ID_6,Management_of_Financial_Resources,28,39.23076923076923
232,ID_6,Repairing,29,38.80597014925373
233,ID_6,Quality_Control_Analysis,30,38.55421686746988
234,ID_6,Coordination,31,38.028169014084504
235,ID_6,Service_Orientation,32,37.22627737226277
236,ID_6,Time_Management,33,35.483870967741936
237,ID_6,Management_of_Material_Resources,34,33.75
238,ID_7,Speaking,1,60.0
239,ID_7,Instructing,2,57.377049180327866
240,ID_7,Learning_Strategies,3,53.76344086021505
241,ID_7,Social_Perceptiveness,4,53.73134328358209
242,ID_7,Management_of_Personnel_Resources,5,50.0
243,ID_7,Reading_Comprehension,6,50.0
244,ID_7,Active_Listening,7,50.0
245,ID_7,Installation,8,48.57142857142857
246,ID_7,Monitoring,9,48.10126582278481
247,ID_7,Active_Learning,10,47.72727272727273
248,ID_7,Science,11,47.5
249,ID_7,Operation_and_Control,12,46.875
250,ID_7,Negotiation,13,46.875
251,ID_7,Troubleshooting,14,45.83333333333333
252,ID_7,Technology_Design,15,45.714285714285715
253,ID_7,Persuasion,16,45.45454545454545
254,ID_7,Systems_Evaluation,17,45.45454545454545
255,ID_7,Mathematics,18,45.07042253521127
256,ID_7,Operation_Monitoring,19,44.06779661016949
257,ID_7,Critical_Thinking,20,43.51851851851852
258,ID_7,Equipment_Maintenance,21,43.13725490196079
259,ID_7,Systems_Analysis,22,42.99065420560748
260,ID_7,Programming,23,42.22222222222222
261,ID_7,Operations_Analysis,24,41.66666666666667
262,ID_7,Judgment_and_Decision_Making,25,40.869565217391305
263,ID_7,Equipment_Selection,26,39.62264150943396
264,ID_7,Complex_Problem_Solving,27,39.39393939393939
265,ID_7,Management_of_Financial_Resources,28,39.23076923076923
266,ID_7,Repairing,29,38.80597014925373
267,ID_7,Quality_Control_Analysis,30,38.55421686746988
268,ID_7,Coordination,31,38.028169014084504
269,ID_7,Service_Orientation,32,37.22627737226277
270,ID_7,Time_Management,33,35.483870967741936
271,ID_7,Management_of_Material_Resources,34,33.75
272,ID_8,Speaking,1,60.0
273,ID_8,Instructing,2,57.377049180327866
274,ID_8,Learning_Strategies,3,53.76344086021505
275,ID_8,Social_Perceptiveness,4,53.73134328358209
276,ID_8,Management_of_Personnel_Resources,5,50.0
277,ID_8,Reading_Comprehension,6,50.0
278,ID_8,Active_Listening,7,50.0
279,ID_8,Installation,8,48.57142857142857
280,ID_8,Monitoring,9,48.10126582278481
281,ID_8,Active_Learning,10,47.72727272727273
282,ID_8,Science,11,47.5
283,ID_8,Operation_and_Control,12,46.875
284,ID_8,Negotiation,13,46.875
285,ID_8,Troubleshooting,14,45.83333333333333
286,ID_8,Technology_Design,15,45.714285714285715
287,ID_8,Persuasion,16,45.45454545454545
288,ID_8,Systems_Evaluation,17,45.45454545454545
289,ID_8,Mathematics,18,45.07042253521127
290,ID_8,Operation_Monitoring,19,44.06779661016949
291,ID_8,Critical_Thinking,20,43.51851851851852
292,ID_8,Equipment_Maintenance,21,43.13725490196079
293,ID_8,Systems_Analysis,22,42.99065420560748
294,ID_8,Programming,23,42.22222222222222
295,ID_8,Operations_Analysis,24,41.66666666666667
296,ID_8,Judgment_and_Decision_Making,25,40.869565217391305
297,ID_8,Equipment_Selection,26,39.62264150943396
298,ID_8,Complex_Problem_Solving,27,39.39393939393939
299,ID_8,Management_of_Financial_Resources,28,39.23076923076923
300,ID_8,Repairing,29,38.80597014925373
301,ID_8,Quality_Control_Analysis,30,38.55421686746988
302,ID_8,Coordination,31,38.028169014084504
303,ID_8,Service_Orientation,32,37.22627737226277
304,ID_8,Time_Management,33,35.483870967741936
305,ID_8,Management_of_Material_Resources,34,33.75
306,ID_9,Speaking,1,60.0
307,ID_9,Instructing,2,57.377049180327866
308,ID_9,Learning_Strategies,3,53.76344086021505
309,ID_9,Social_Perceptiveness,4,53.73134328358209
310,ID_9,Management_of_Personnel_Resources,5,50.0
311,ID_9,Reading_Comprehension,6,50.0
312,ID_9,Active_Listening,7,50.0
313,ID_9,Installation,8,48.57142857142857
314,ID_9,Monitoring,9,48.10126582278481
315,ID_9,Active_Learning,10,47.72727272727273
316,ID_9,Science,11,47.5
317,ID_9,Operation_and_Control,12,46.875
318,ID_9,Negotiation,13,46.875
319,ID_9,Troubleshooting,14,45.83333333333333
320,ID_9,Technology_Design,15,45.714285714285715
321,ID_9,Persuasion,16,45.45454545454545
322,ID_9,Systems_Evaluation,17,45.45454545454545
323,ID_9,Mathematics,18,45.07042253521127
324,ID_9,Operation_Monitoring,19,44.06779661016949
325,ID_9,Critical_Thinking,20,43.51851851851852
326,ID_9,Equipment_Maintenance,21,43.13725490196079
327,ID_9,Systems_Analysis,22,42.99065420560748
328,ID_9,Programming,23,42.22222222222222
329,ID_9,Operations_Analysis,24,41.66666666666667
330,ID_9,Judgment_and_Decision_Making,25,40.869565217391305
331,ID_9,Equipment_Selection,26,39.62264150943396
332,ID_9,Complex_Problem_Solving,27,39.39393939393939
333,ID_9,Management_of_Financial_Resources,28,39.23076923076923
334,ID_9,Repairing,29,38.80597014925373
335,ID_9,Quality_Control_Analysis,30,38.55421686746988
336,ID_9,Coordination,31,38.028169014084504
337,ID_9,Service_Orientation,32,37.22627737226277
338,ID_9,Time_Management,33,35.483870967741936
339,ID_9,Management_of_Material_Resources,34,33.75
340,ID_10,Speaking,1,60.0
341,ID_10,Instructing,2,57.377049180327866
342,ID_10,Learning_Strategies,3,53.76344086021505
343,ID_10,Social_Perceptiveness,4,53.73134328358209
344,ID_10,Management_of_Personnel_Resources,5,50.0
345,ID_10,Reading_Comprehension,6,50.0
346,ID_10,Active_Listening,7,50.0
347,ID_10,Installation,8,48.57142857142857
348,ID_10,Monitoring,9,48.10126582278481
349,ID_10,Active_Learning,10,47.72727272727273
350,ID_10,Science,11,47.5
351,ID_10,Operation_and_Control,12,46.875
352,ID_10,Negotiation,13,46.875
353,ID_10,Troubleshooting,14,45.83333333333333
354,ID_10,Technology_Design,15,45.714285714285715
355,ID_10,Persuasion,16,45.45454545454545
356,ID_10,Systems_Evaluation,17,45.45454545454545
357,ID_10,Mathematics,18,45.07042253521127
358,ID_10,Operation_Monitoring,19,44.06779661016949
359,ID_10,Critical_Thinking,20,43.51851851851852
360,ID_10,Equipment_Maintenance,21,43.13725490196079
361,ID_10,Systems_Analysis,22,42.99065420560748
362,ID_10,Programming,23,42.22222222222222
363,ID_10,Operations_Analysis,24,41.66666666666667
364,ID_10,Judgment_and_Decision_Making,25,40.869565217391305
365,ID_10,Equipment_Selection,26,39.62264150943396
366,ID_10,Complex_Problem_Solving,27,39.39393939393939
367,ID_10,Management_of_Financial_Resources,28,39.23076923076923
368,ID_10,Repairing,29,38.80597014925373
369,ID_10,Quality_Control_Analysis,30,38.55421686746988
370,ID_10,Coordination,31,38.028169014084504
371,ID_10,Service_Orientation,32,37.22627737226277
372,ID_10,Time_Management,33,35.483870967741936
373,ID_10,Management_of_Material_Resources,34,33.75
374,ID_11,Speaking,1,60.0
375,ID_11,Instructing,2,57.377049180327866
376,ID_11,Learning_Strategies,3,53.76344086021505
377,ID_11,Social_Perceptiveness,4,53.73134328358209
378,ID_11,Management_of_Personnel_Resources,5,50.0
379,ID_11,Reading_Comprehension,6,50.0
380,ID_11,Active_Listening,7,50.0
381,ID_11,Installation,8,48.57142857142857
382,ID_11,Monitoring,9,48.10126582278481
383,ID_11,Active_Learning,10,47.72727272727273
384,ID_11,Science,11,47.5
385,ID_11,Operation_and_Control,12,46.875
386,ID_11,Negotiation,13,46.875
387,ID_11,Troubleshooting,14,45.83333333333333
388,ID_11,Technology_Design,15,45.714285714285715
389,ID_11,Persuasion,16,45.45454545454545
390,ID_11,Systems_Evaluation,17,45.45454545454545
391,ID_11,Mathematics,18,45.07042253521127
392,ID_11,Operation_Monitoring,19,44.06779661016949
393,ID_11,Critical_Thinking,20,43.51851851851852
394,ID_11,Equipment_Maintenance,21,43.13725490196079
395,ID_11,Systems_Analysis,22,42.99065420560748
396,ID_11,Programming,23,42.22222222222222
397,ID_11,Operations_Analysis,24,41.66666666666667
398,ID_11,Judgment_and_Decision_Making,25,40.869565217391305
399,ID_11,Equipment_Selection,26,39.62264150943396
400,ID_11,Complex_Problem_Solving,27,39.39393939393939
401,ID_11,Management_of_Financial_Resources,28,39.23076923076923
402,ID_11,Repairing,29,38.80597014925373
403,ID_11,Quality_Control_Analysis,30,38.55421686746988
404,ID_11,Coordination,31,38.028169014084504
405,ID_11,Service_Orientation,32,37.22627737226277
406,ID_11,Time_Management,33,35.483870967741936
407,ID_11,Management_of_Material_Resources,34,33.75
408,ID_12,Speaking,1,60.0
409,ID_12,Instructing,2,57.377049180327866
410,ID_12,Learning_Strategies,3,53.76344086021505
411,ID_12,Social_Perceptiveness,4,53.73134328358209
412,ID_12,Management_of_Personnel_Resources,5,50.0
413,ID_12,Reading_Comprehension,6,50.0
414,ID_12,Active_Listening,7,50.0
415,ID_12,Installation,8,48.57142857142857
416,ID_12,Monitoring,9,48.10126582278481
417,ID_12,Active_Learning,10,47.72727272727273
418,ID_12,Science,11,47.5
419,ID_12,Operation_and_Control,12,46.875
420,ID_12,Negotiation,13,46.875
421,ID_12,Troubleshooting,14,45.83333333333333
422,ID_12,Technology_Design,15,45.714285714285715
423,ID_12,Persuasion,16,45.45454545454545
424,ID_12,Systems_Evaluation,17,45.45454545454545
425,ID_12,Mathematics,18,45.07042253521127
426,ID_12,Operation_Monitoring,19,44.06779661016949
427,ID_12,Critical_Thinking,20,43.51851851851852
428,ID_12,Equipment_Maintenance,21,43.13725490196079
429,ID_12,Systems_Analysis,22,42.99065420560748
430,ID_12,Programming,23,42.22222222222222
431,ID_12,Operations_Analysis,24,41.66666666666667
432,ID_12,Judgment_and_Decision_Making,25,40.869565217391305
433,ID_12,Equipment_Selection,26,39.62264150943396
434,ID_12,Complex_Problem_Solving,27,39.39393939393939
435,ID_12,Management_of_Financial_Resources,28,39.23076923076923
436,ID_12,Repairing,29,38.80597014925373
437,ID_12,Quality_Control_Analysis,30,38.55421686746988
438,ID_12,Coordination,31,38.028169014084504
439,ID_12,Service_Orientation,32,37.22627737226277
440,ID_12,Time_Management,33,35.483870967741936
441,ID_12,Management_of_Material_Resources,34,33.75
442,ID_13,Speaking,1,60.0
443,ID_13,Instructing,2,57.377049180327866
444,ID_13,Learning_Strategies,3,53.76344086021505
445,ID_13,Social_Perceptiveness,4,53.73134328358209
446,ID_13,Management_of_Personnel_Resources,5,50.0
447,ID_13,Reading_Comprehension,6,50.0
448,ID_13,Active_Listening,7,50.0
449,ID_13,Installation,8,48.57142857142857
450,ID_13,Monitoring,9,48.10126582278481
451,ID_13,Active_Learning,10,47.72727272727273
452,ID_13,Science,11,47.5
453,ID_13,Operation_and_Control,12,46.875
454,ID_13,Negotiation,13,46.875
455,ID_13,Troubleshooting,14,45.83333333333333
456,ID_13,Technology_Design,15,45.714285714285715
457,ID_13,Persuasion,16,45.45454545454545
458,ID_13,Systems_Evaluation,17,45.45454545454545
459,ID_13,Mathematics,18,45.07042253521127
460,ID_13,Operation_Monitoring,19,44.06779661016949
461,ID_13,Critical_Thinking,20,43.51851851851852
462,ID_13,Equipment_Maintenance,21,43.13725490196079
463,ID_13,Systems_Analysis,22,42.99065420560748
464,ID_13,Programming,23,42.22222222222222
465,ID_13,Operations_Analysis,24,41.66666666666667
466,ID_13,Judgment_and_Decision_Making,25,40.869565217391305
467,ID_13,Equipment_Selection,26,39.62264150943396
468,ID_13,Complex_Problem_Solving,27,39.39393939393939
469,ID_13,Management_of_Financial_Resources,28,39.23076923076923
470,ID_13,Repairing,29,38.80597014925373
471,ID_13,Quality_Control_Analysis,30,38.55421686746988
472,ID_13,Coordination,31,38.028169014084504
473,ID_13,Service_Orientation,32,37.22627737226277
474,ID_13,Time_Management,33,35.483870967741936
475,ID_13,Management_of_Material_Resources,34,33.75
476,ID_14,Science,1,72.5
477,ID_14,Technology_Design,2,62.857142857142854
478,ID_14,Installation,3,60.0
479,ID_14,Operation_and_Control,4,59.375
480,ID_14,Speaking,5,57.77777777777777
481,ID_14,Mathematics,6,56.33802816901409
482,ID_14,Reading_Comprehension,7,54.347826086956516
483,ID_14,Operations_Analysis,8,52.38095238095239
484,ID_14,Programming,9,51.11111111111111
485,ID_14,Operation_Monitoring,10,50.847457627118644
486,ID_14,Management_of_Personnel_Resources,11,50.0
487,ID_14,Troubleshooting,12,50.0
488,ID_14,Monitoring,13,49.36708860759494
489,ID_14,Social_Perceptiveness,14,49.25373134328358
490,ID_14,Negotiation,15,47.91666666666667
491,ID_14,Instructing,16,47.540983606557376
492,ID_14,Systems_Evaluation,17,47.474747474747474
493,ID_14,Persuasion,18,47.474747474747474
494,ID_14,Equipment_Selection,19,47.16981132075472
495,ID_14,Systems_Analysis,20,45.794392523364486
496,ID_14,Quality_Control_Analysis,21,45.78313253012048
497,ID_14,Active_Learning,22,45.45454545454545
498,ID_14,Equipment_Maintenance,23,45.09803921568628
499,ID_14,Repairing,24,44.776119402985074
500,ID_14,Active_Listening,25,43.02325581395349
501,ID_14,Critical_Thinking,26,42.592592592592595
502,ID_14,Judgment_and_Decision_Making,27,41.73913043478261
503,ID_14,Complex_Problem_Solving,28,40.909090909090914
504,ID_14,Management_of_Financial_Resources,29,40.0
505,ID_14,Learning_Strategies,30,39.784946236559136
506,ID_14,Coordination,31,39.436619718309856
507,ID_14,Management_of_Material_Resources,32,38.125
508,ID_14,Time_Management,33,37.41935483870968
509,ID_14,Service_Orientation,34,35.03649635036496
510,ID_15,Science,1,62.5
511,ID_15,Operation_and_Control,2,53.125
512,ID_15,Technology_Design,3,51.42857142857142
513,ID_15,Operation_Monitoring,4,49.152542372881356
514,ID_15,Mathematics,5,47.88732394366197
515,ID_15,Speaking,6,46.666666666666664
516,ID_15,Programming,7,46.666666666666664
517,ID_15,Operations_Analysis,8,46.42857142857143
518,ID_15,Troubleshooting,9,45.83333333333333
519,ID_15,Systems_Evaluation,10,43.43434343434344
520,ID_15,Installation,11,42.857142857142854
521,ID_15,Instructing,12,42.62295081967213
522,ID_15,Management_of_Personnel_Resources,13,42.30769230769231
523,ID_15,Systems_Analysis,14,42.05607476635514
524,ID_15,Repairing,15,41.7910447761194
525,ID_15,Social_Perceptiveness,16,41.7910447761194
526,ID_15,Monitoring,17,41.77215189873418
527,ID_15,Equipment_Selection,18,41.509433962264154
528,ID_15,Equipment_Maintenance,19,41.17647058823529
529,ID_15,Persuasion,20,40.4040404040404
530,ID_15,Quality_Control_Analysis,21,39.75903614457831
531,ID_15,Negotiation,22,39.58333333333333
532,ID_15,Learning_Strategies,23,37.634408602150536
533,ID_15,Active_Learning,24,37.5
534,ID_15,Reading_Comprehension,25,36.95652173913043
535,ID_15,Judgment_and_Decision_Making,26,36.52173913043478
536,ID_15,Complex_Problem_Solving,27,36.36363636363637
537,ID_15,Critical_Thinking,28,36.11111111111111
538,ID_15,Active_Listening,29,36.04651162790697
539,ID_15,Management_of_Financial_Resources,30,35.38461538461539
540,ID_15,Coordination,31,35.2112676056338
541,ID_15,Management_of_Material_Resources,32,33.125
542,ID_15,Time_Management,33,32.903225806451616
543,ID_15,Service_Orientation,34,32.11678832116788
544,ID_16,Speaking,1,48.888888888888886
545,ID_16,Management_of_Personnel_Resources,2,47.43589743589743
546,ID_16,Mathematics,3,46.478873239436616
547,ID_16,Reading_Comprehension,4,45.65217391304348
548,ID_16,Science,5,45.0
549,ID_16,Monitoring,6,44.303797468354425
550,ID_16,Negotiation,7,43.75
551,ID_16,Social_Perceptiveness,8,43.28358208955223
552,ID_16,Installation,9,42.857142857142854
553,ID_16,Operations_Analysis,10,42.857142857142854
554,ID_16,Persuasion,11,42.42424242424242
555,ID_16,Systems_Evaluation,12,42.42424242424242
556,ID_16,Technology_Design,13,41.42857142857143
557,ID_16,Instructing,14,40.98360655737705
558,ID_16,Systems_Analysis,15,40.18691588785047
559,ID_16,Programming,16,40.0
560,ID_16,Learning_Strategies,17,39.784946236559136
561,ID_16,Equipment_Selection,18,39.62264150943396
562,ID_16,Active_Listening,19,38.372093023255815
563,ID_16,Critical_Thinking,20,37.96296296296296
564,ID_16,Active_Learning,21,37.5
565,ID_16,Judgment_and_Decision_Making,22,37.391304347826086
566,ID_16,Quality_Control_Analysis,23,37.34939759036144
567,ID_16,Management_of_Financial_Resources,24,36.92307692307693
