,ids,skill_category,rank,score,feature
119,ID_3,Critical_Thinking,18,39.81481481481482,feature_2
120,ID_3,Troubleshooting,19,39.58333333333333,feature_1
121,ID_3,Mathematics,20,39.436619718309856,feature_1
122,ID_3,Programming,21,38.88888888888889,feature_4
123,ID_3,Systems_Analysis,22,38.31775700934579,feature_1
124,ID_3,Operations_Analysis,23,38.095238095238095,feature_1
125,ID_3,Judgment_and_Decision_Making,24,37.391304347826086,feature_2
126,ID_3,Equipment_Maintenance,25,37.254901960784316,feature_3
127,ID_3,Equipment_Selection,26,35.84905660377358,feature_1
128,ID_3,Complex_Problem_Solving,27,35.60606060606061,feature_1
129,ID_3,Management_of_Financial_Resources,28,35.38461538461539,feature_1
130,ID_3,Quality_Control_Analysis,29,34.93975903614458,feature_1
131,ID_3,Coordination,30,34.50704225352113,feature_3
132,ID_3,Repairing,31,34.32835820895522,feature_1
133,ID_3,Service_Orientation,32,32.846715328467155,feature_3
134,ID_3,Time_Management,33,32.25806451612903,feature_4
135,ID_3,Management_of_Material_Resources,34,30.625000000000004,feature_2
136,ID_4,Speaking,1,53.333333333333336,feature_2
137,ID_4,Instructing,2,50.81967213114754,feature_1
138,ID_4,Learning_Strategies,3,48.38709677419355,feature_1
139,ID_4,Social_Perceptiveness,4,46.26865671641791,feature_1
140,ID_4,Management_of_Personnel_Resources,5,46.15384615384615,feature_1
141,ID_4,Installation,6,45.714285714285715,feature_1
142,ID_4,Operation_Monitoring,7,44.06779661016949,feature_1
143,ID_4,Active_Learning,8,43.18181818181818,feature_2
144,ID_4,Monitoring,9,43.037974683544306,feature_2
145,ID_4,Active_Listening,10,43.02325581395349,feature_2
146,ID_4,Science,11,42.5,feature_4
147,ID_4,Negotiation,12,41.66666666666667,feature_1
148,ID_4,Technology_Design,13,41.42857142857143,feature_4
149,ID_4,Persuasion,14,41.41414141414141,feature_1
150,ID_4,Reading_Comprehension,15,41.30434782608695,feature_5
151,ID_4,Operation_and_Control,16,40.625,feature_3
152,ID_4,Systems_Evaluation,17,40.4040404040404,feature_1
153,ID_4,Critical_Thinking,18,39.81481481481482,feature_1
154,ID_4,Troubleshooting,19,39.58333333333333,feature_1
155,ID_4,Mathematics,20,39.436619718309856,feature_1
156,ID_4,Programming,21,38.88888888888889,feature_2
157,ID_4,Systems_Analysis,22,38.31775700934579,feature_2
158,ID_4,Operations_Analysis,23,38.095238095238095,feature_2
159,ID_4,Judgment_and_Decision_Making,24,37.391304347826086,feature_2
160,ID_4,Equipment_Maintenance,25,37.254901960784316,feature_1
161,ID_4,Equipment_Selection,26,35.84905660377358,feature_2
162,ID_4,Complex_Problem_Solving,27,35.60606060606061,feature_1
163,ID_4,Management_of_Financial_Resources,28,35.38461538461539,feature_4
164,ID_4,Quality_Control_Analysis,29,34.93975903614458,feature_1
165,ID_4,Coordination,30,34.50704225352113,feature_1
166,ID_4,Repairing,31,34.32835820895522,feature_4
167,ID_4,Service_Orientation,32,32.846715328467155,feature_1
168,ID_4,Time_Management,33,32.25806451612903,feature_1
169,ID_4,Management_of_Material_Resources,34,30.625000000000004,feature_4
170,ID_5,Speaking,1,53.333333333333336,feature_2
171,ID_5,Instructing,2,50.81967213114754,feature_1
172,ID_5,Learning_Strategies,3,48.38709677419355,feature_3
173,ID_5,Social_Perceptiveness,4,46.26865671641791,feature_5
174,ID_5,Management_of_Personnel_Resources,5,46.15384615384615,feature_4
175,ID_5,Installation,6,45.714285714285715,feature_2
176,ID_5,Operation_Monitoring,7,44.06779661016949,feature_4
177,ID_5,Active_Learning,8,43.18181818181818,feature_4
178,ID_5,Monitoring,9,43.037974683544306,feature_3
179,ID_5,Active_Listening,10,43.02325581395349,feature_1
180,ID_5,Science,11,42.5,feature_1
181,ID_5,Negotiation,12,41.66666666666667,feature_1
182,ID_5,Technology_Design,13,41.42857142857143,feature_1
183,ID_5,Persuasion,14,41.41414141414141,feature_2
184,ID_5,Reading_Comprehension,15,41.30434782608695,feature_1
185,ID_5,Operation_and_Control,16,40.625,feature_1
186,ID_5,Systems_Evaluation,17,40.4040404040404,feature_1
187,ID_5,Critical_Thinking,18,39.81481481481482,feature_1
188,ID_5,Troubleshooting,19,39.58333333333333,feature_1
189,ID_5,Mathematics,20,39.436619718309856,feature_4
190,ID_5,Programming,21,38.88888888888889,feature_2
191,ID_5,Systems_Analysis,22,38.31775700934579,feature_1
192,ID_5,Operations_Analysis,23,38.095238095238095,feature_2
193,ID_5,Judgment_and_Decision_Making,24,37.391304347826086,feature_1
194,ID_5,Equipment_Maintenance,25,37.254901960784316,feature_1
195,ID_5,Equipment_Selection,26,35.84905660377358,feature_2
196,ID_5,Complex_Problem_Solving,27,35.60606060606061,feature_2
197,ID_5,Management_of_Financial_Resources,28,35.38461538461539,feature_4
198,ID_5,Quality_Control_Analysis,29,34.93975903614458,feature_3
199,ID_5,Coordination,30,34.50704225352113,feature_1
200,ID_5,Repairing,31,34.32835820895522,feature_2
201,ID_5,Service_Orientation,32,32.846715328467155,feature_2
202,ID_5,Time_Management,33,32.25806451612903,feature_1
203,ID_5,Management_of_Material_Resources,34,30.625000000000004,feature_2
204,ID_6,Speaking,1,60.0,feature_3
205,ID_6,Instructing,2,57.377049180327866,feature_4
206,ID_6,Learning_Strategies,3,53.76344086021505,feature_3
207,ID_6,Social_Perceptiveness,4,53.73134328358209,feature_1
208,ID_6,Management_of_Personnel_Resources,5,50.0,feature_1
209,ID_6,Reading_Comprehension,6,50.0,feature_1
210,ID_6,Active_Listening,7,50.0,feature_2
211,ID_6,Installation,8,48.57142857142857,feature_1
212,ID_6,Monitoring,9,48.10126582278481,feature_4
213,ID_6,Active_Learning,10,47.72727272727273,feature_1
214,ID_6,Science,11,47.5,feature_3
215,ID_6,Operation_and_Control,12,46.875,feature_3
216,ID_6,Negotiation,13,46.875,feature_1
217,ID_6,Troubleshooting,14,45.83333333333333,feature_1
218,ID_6,Technology_Design,15,45.714285714285715,feature_2
219,ID_6,Persuasion,16,45.45454545454545,feature_1
220,ID_6,Systems_Evaluation,17,45.45454545454545,feature_3
221,ID_6,Mathematics,18,45.07042253521127,feature_3
222,ID_6,Operation_Monitoring,19,44.06779661016949,feature_4
223,ID_6,Critical_Thinking,20,43.51851851851852,feature_1
224,ID_6,Equipment_Maintenance,21,43.13725490196079,feature_2
225,ID_6,Systems_Analysis,22,42.99065420560748,feature_4
226,ID_6,Programming,23,42.22222222222222,feature_1
227,ID_6,Operations_Analysis,24,41.66666666666667,feature_2
228,ID_6,Judgment_and_Decision_Making,25,40.869565217391305,feature_3
229,ID_6,Equipment_Selection,26,39.62264150943396,feature_4
230,ID_6,Complex_Problem_Solving,27,39.39393939393939,feature_5
231,ID_6,Management_of_Financial_Resources,28,39.23076923076923,feature_1
232,ID_6,Repairing,29,38.80597014925373,feature_3
233,ID_6,Quality_Control_Analysis,30,38.55421686746988,feature_2
234,ID_6,Coordination,31,38.028169014084504,feature_3
235,ID_6,Service_Orientation,32,37.22627737226277,feature_1
236,ID_6,Time_Management,33,35.483870967741936,feature_2
237,ID_6,Management_of_Material_Resources,34,33.75,feature_2
238,ID_7,Speaking,1,60.0,feature_1
239,ID_7,Instructing,2,57.377049180327866,feature_1
240,ID_7,Learning_Strategies,3,53.76344086021505,feature_1
241,ID_7,Social_Perceptiveness,4,53.73134328358209,feature_1
242,ID_7,Management_of_Personnel_Resources,5,50.0,feature_1
243,ID_7,Reading_Comprehension,6,50.0,feature_2
244,ID_7,Active_Listening,7,50.0,feature_2
245,ID_7,Installation,8,48.57142857142857,feature_5
246,ID_7,Monitoring,9,48.10126582278481,feature_1
247,ID_7,Active_Learning,10,47.72727272727273,feature_1
248,ID_7,Science,11,47.5,feature_1
249,ID_7,Operation_and_Control,12,46.875,feature_1
250,ID_7,Negotiation,13,46.875,feature_1
251,ID_7,Troubleshooting,14,45.83333333333333,feature_2
252,ID_7,Technology_Design,15,45.714285714285715,feature_3
253,ID_7,Persuasion,16,45.45454545454545,feature_1
254,ID_7,Systems_Evaluation,17,45.45454545454545,feature_1
255,ID_7,Mathematics,18,45.07042253521127,feature_4
256,ID_7,Operation_Monitoring,19,44.06779661016949,feature_1
257,ID_7,Critical_Thinking,20,43.51851851851852,feature_1
258,ID_7,Equipment_Maintenance,21,43.13725490196079,feature_1
259,ID_7,Systems_Analysis,22,42.99065420560748,feature_2
260,ID_7,Programming,23,42.22222222222222,feature_1
261,ID_7,Operations_Analysis,24,41.66666666666667,feature_3
262,ID_7,Judgment_and_Decision_Making,25,40.869565217391305,feature_2
263,ID_7,Equipment_Selection,26,39.62264150943396,feature_2
264,ID_7,Complex_Problem_Solving,27,39.39393939393939,feature_3
265,ID_7,Management_of_Financial_Resources,28,39.23076923076923,feature_1
266,ID_7,Repairing,29,38.80597014925373,feature_1
267,ID_7,Quality_Control_Analysis,30,38.55421686746988,feature_3
268,ID_7,Coordination,31,38.028169014084504,feature_2
269,ID_7,Service_Orientation,32,37.22627737226277,feature_1
270,ID_7,Time_Management,33,35.483870967741936,feature_2
271,ID_7,Management_of_Material_Resources,34,33.75,feature_2
272,ID_8,Speaking,1,60.0,feature_5
273,ID_8,Instructing,2,57.377049180327866,feature_1
274,ID_8,Learning_Strategies,3,53.76344086021505,feature_1
275,ID_8,Social_Perceptiveness,4,53.73134328358209,feature_2
276,ID_8,Management_of_Personnel_Resources,5,50.0,feature_1
277,ID_8,Reading_Comprehension,6,50.0,feature_1
278,ID_8,Active_Listening,7,50.0,feature_1
279,ID_8,Installation,8,48.57142857142857,feature_3
280,ID_8,Monitoring,9,48.10126582278481,feature_3
281,ID_8,Active_Learning,10,47.72727272727273,feature_3
282,ID_8,Science,11,47.5,feature_2
283,ID_8,Operation_and_Control,12,46.875,feature_1
284,ID_8,Negotiation,13,46.875,feature_3
285,ID_8,Troubleshooting,14,45.83333333333333,feature_1
286,ID_8,Technology_Design,15,45.714285714285715,feature_3
287,ID_8,Persuasion,16,45.45454545454545,feature_1
288,ID_8,Systems_Evaluation,17,45.45454545454545,feature_1
289,ID_8,Mathematics,18,45.07042253521127,feature_2
290,ID_8,Operation_Monitoring,19,44.06779661016949,feature_1
291,ID_8,Critical_Thinking,20,43.51851851851852,feature_1
292,ID_8,Equipment_Maintenance,21,43.13725490196079,feature_1
293,ID_8,Systems_Analysis,22,42.99065420560748,feature_3
294,ID_8,Programming,23,42.22222222222222,feature_1
295,ID_8,Operations_Analysis,24,41.66666666666667,feature_2
296,ID_8,Judgment_and_Decision_Making,25,40.869565217391305,feature_1
297,ID_8,Equipment_Selection,26,39.62264150943396,feature_3
298,ID_8,Complex_Problem_Solving,27,39.39393939393939,feature_1
299,ID_8,Management_of_Financial_Resources,28,39.23076923076923,feature_2
300,ID_8,Repairing,29,38.80597014925373,feature_2
301,ID_8,Quality_Control_Analysis,30,38.55421686746988,feature_1
302,ID_8,Coordination,31,38.028169014084504,feature_1
303,ID_8,Service_Orientation,32,37.22627737226277,feature_1
304,ID_8,Time_Management,33,35.483870967741936,feature_5
305,ID_8,Management_of_Material_Resources,34,33.75,feature_2
306,ID_9,Speaking,1,60.0,feature_2
307,ID_9,Instructing,2,57.377049180327866,feature_3
308,ID_9,Learning_Strategies,3,53.76344086021505,feature_2
309,ID_9,Social_Perceptiveness,4,53.73134328358209,feature_4
310,ID_9,Management_of_Personnel_Resources,5,50.0,feature_4
311,ID_9,Reading_Comprehension,6,50.0,feature_4
312,ID_9,Active_Listening,7,50.0,feature_2
313,ID_9,Installation,8,48.57142857142857,feature_4
314,ID_9,Monitoring,9,48.10126582278481,feature_1
315,ID_9,Active_Learning,10,47.72727272727273,feature_1
316,ID_9,Science,11,47.5,feature_2
317,ID_9,Operation_and_Control,12,46.875,feature_4
318,ID_9,Negotiation,13,46.875,feature_3
319,ID_9,Troubleshooting,14,45.83333333333333,feature_1
320,ID_9,Technology_Design,15,45.714285714285715,feature_1
321,ID_9,Persuasion,16,45.45454545454545,feature_1
322,ID_9,Systems_Evaluation,17,45.45454545454545,feature_3
323,ID_9,Mathematics,18,45.07042253521127,feature_1
324,ID_9,Operation_Monitoring,19,44.06779661016949,feature_2
325,ID_9,Critical_Thinking,20,43.51851851851852,feature_1
326,ID_9,Equipment_Maintenance,21,43.13725490196079,feature_1
327,ID_9,Systems_Analysis,22,42.99065420560748,feature_3
328,ID_9,Programming,23,42.22222222222222,feature_2
329,ID_9,Operations_Analysis,24,41.66666666666667,feature_1
330,ID_9,Judgment_and_Decision_Making,25,40.869565217391305,feature_2
331,ID_9,Equipment_Selection,26,39.62264150943396,feature_1
332,ID_9,Complex_Problem_Solving,27,39.39393939393939,feature_4
333,ID_9,Management_of_Financial_Resources,28,39.23076923076923,feature_1
334,ID_9,Repairing,29,38.80597014925373,feature_1
335,ID_9,Quality_Control_Analysis,30,38.55421686746988,feature_2
336,ID_9,Coordination,31,38.028169014084504,feature_2
337,ID_9,Service_Orientation,32,37.22627737226277,feature_2
338,ID_9,Time_Management,33,35.483870967741936,feature_3
339,ID_9,Management_of_Material_Resources,34,33.75,feature_1
340,ID_10,Speaking,1,60.0,feature_2
341,ID_10,Instructing,2,57.377049180327866,feature_1
342,ID_10,Learning_Strategies,3,53.76344086021505,feature_1
343,ID_10,Social_Perceptiveness,4,53.73134328358209,feature_4
344,ID_10,Management_of_Personnel_Resources,5,50.0,feature_3
345,ID_10,Reading_Comprehension,6,50.0,feature_2
346,ID_10,Active_Listening,7,50.0,feature_3
347,ID_10,Installation,8,48.57142857142857,feature_4
348,ID_10,Monitoring,9,48.10126582278481,feature_5
349,ID_10,Active_Learning,10,47.72727272727273,feature_4
350,ID_10,Science,11,47.5,feature_1
351,ID_10,Operation_and_Control,12,46.875,feature_2
352,ID_10,Negotiation,13,46.875,feature_3
353,ID_10,Troubleshooting,14,45.83333333333333,feature_3
354,ID_10,Technology_Design,15,45.714285714285715,feature_1
355,ID_10,Persuasion,16,45.45454545454545,feature_2
356,ID_10,Systems_Evaluation,17,45.45454545454545,feature_2
357,ID_10,Mathematics,18,45.07042253521127,feature_2
358,ID_10,Operation_Monitoring,19,44.06779661016949,feature_1
359,ID_10,Critical_Thinking,20,43.51851851851852,feature_2
360,ID_10,Equipment_Maintenance,21,43.13725490196079,feature_2
361,ID_10,Systems_Analysis,22,42.99065420560748,feature_2
362,ID_10,Programming,23,42.22222222222222,feature_4
363,ID_10,Operations_Analysis,24,41.66666666666667,feature_2
364,ID_10,Judgment_and_Decision_Making,25,40.869565217391305,feature_4
365,ID_10,Equipment_Selection,26,39.62264150943396,feature_2
366,ID_10,Complex_Problem_Solving,27,39.39393939393939,feature_2
367,ID_10,Management_of_Financial_Resources,28,39.23076923076923,feature_2
368,ID_10,Repairing,29,38.80597014925373,feature_2
369,ID_10,Quality_Control_Analysis,30,38.55421686746988,feature_1
370,ID_10,Coordination,31,38.028169014084504,feature_2
371,ID_10,Service_Orientation,32,37.22627737226277,feature_4
372,ID_10,Time_Management,33,35.483870967741936,feature_1
373,ID_10,Management_of_Material_Resources,34,33.75,feature_1
374,ID_11,Speaking,1,60.0,feature_1
375,ID_11,Instructing,2,57.377049180327866,feature_5
376,ID_11,Learning_Strategies,3,53.76344086021505,feature_2
377,ID_11,Social_Perceptiveness,4,53.73134328358209,feature_1
378,ID_11,Management_of_Personnel_Resources,5,50.0,feature_3
379,ID_11,Reading_Comprehension,6,50.0,feature_1
380,ID_11,Active_Listening,7,50.0,feature_1
381,ID_11,Installation,8,48.57142857142857,feature_1
382,ID_11,Monitoring,9,48.10126582278481,feature_1
383,ID_11,Active_Learning,10,47.72727272727273,feature_2
384,ID_11,Science,11,47.5,feature_3
385,ID_11,Operation_and_Control,12,46.875,feature_3
386,ID_11,Negotiation,13,46.875,feature_2
387,ID_11,Troubleshooting,14,45.83333333333333,feature_1
388,ID_11,Technology_Design,15,45.714285714285715,feature_1
389,ID_11,Persuasion,16,45.45454545454545,feature_1
390,ID_11,Systems_Evaluation,17,45.45454545454545,feature_1
391,ID_11,Mathematics,18,45.07042253521127,feature_4
392,ID_11,Operation_Monitoring,19,44.06779661016949,feature_5
393,ID_11,Critical_Thinking,20,43.51851851851852,feature_1
394,ID_11,Equipment_Maintenance,21,43.13725490196079,feature_2
395,ID_11,Systems_Analysis,22,42.99065420560748,feature_2
396,ID_11,Programming,23,42.22222222222222,feature_1
397,ID_11,Operations_Analysis,24,41.66666666666667,feature_1
398,ID_11,Judgment_and_Decision_Making,25,40.869565217391305,feature_1
399,ID_11,Equipment_Selection,26,39.62264150943396,feature_2
400,ID_11,Complex_Problem_Solving,27,39.39393939393939,feature_4
401,ID_11,Management_of_Financial_Resources,28,39.23076923076923,feature_2
402,ID_11,Repairing,29,38.80597014925373,feature_1
403,ID_11,Quality_Control_Analysis,30,38.55421686746988,feature_1
404,ID_11,Coordination,31,38.028169014084504,feature_2
405,ID_11,Service_Orientation,32,37.22627737226277,feature_5
406,ID_11,Time_Management,33,35.483870967741936,feature_3
407,ID_11,Management_of_Material_Resources,34,33.75,feature_1
408,ID_12,Speaking,1,60.0,feature_3
409,ID_12,Instructing,2,57.377049180327866,feature_2
410,ID_12,Learning_Strategies,3,53.76344086021505,feature_3
411,ID_12,Social_Perceptiveness,4,53.73134328358209,feature_3
412,ID_12,Management_of_Personnel_Resources,5,50.0,feature_1
413,ID_12,Reading_Comprehension,6,50.0,feature_1
414,ID_12,Active_Listening,7,50.0,feature_2
415,ID_12,Installation,8,48.57142857142857,feature_2
416,ID_12,Monitoring,9,48.10126582278481,feature_1
417,ID_12,Active_Learning,10,47.72727272727273,feature_1
418,ID_12,Science,11,47.5,feature_1
419,ID_12,Operation_and_Control,12,46.875,feature_4
420,ID_12,Negotiation,13,46.875,feature_3
421,ID_12,Troubleshooting,14,45.83333333333333,feature_2
422,ID_12,Technology_Design,15,45.714285714285715,feature_3
423,ID_12,Persuasion,16,45.45454545454545,feature_1
424,ID_12,Systems_Evaluation,17,45.45454545454545,feature_2
425,ID_12,Mathematics,18,45.07042253521127,feature_2
426,ID_12,Operation_Monitoring,19,44.06779661016949,feature_2
427,ID_12,Critical_Thinking,20,43.51851851851852,feature_2
428,ID_12,Equipment_Maintenance,21,43.13725490196079,feature_2
429,ID_12,Systems_Analysis,22,42.99065420560748,feature_4
430,ID_12,Programming,23,42.22222222222222,feature_3
431,ID_12,Operations_Analysis,24,41.66666666666667,feature_2
432,ID_12,Judgment_and_Decision_Making,25,40.869565217391305,feature_1
433,ID_12,Equipment_Selection,26,39.62264150943396,feature_3
434,ID_12,Complex_Problem_Solving,27,39.39393939393939,feature_4
435,ID_12,Management_of_Financial_Resources,28,39.23076923076923,feature_1
436,ID_12,Repairing,29,38.80597014925373,feature_3
437,ID_12,Quality_Control_Analysis,30,38.55421686746988,feature_4
438,ID_12,Coordination,31,38.028169014084504,feature_1
439,ID_12,Service_Orientation,32,37.22627737226277,feature_2
440,ID_12,Time_Management,33,35.483870967741936,feature_2
441,ID_12,Management_of_Material_Resources,34,33.75,feature_1
442,ID_13,Speaking,1,60.0,feature_3
443,ID_13,Instructing,2,57.377049180327866,feature_1
444,ID_13,Learning_Strategies,3,53.76344086021505,feature_2
445,ID_13,Social_Perceptiveness,4,53.73134328358209,feature_2
446,ID_13,Management_of_Personnel_Resources,5,50.0,feature_1
447,ID_13,Reading_Comprehension,6,50.0,feature_1
448,ID_13,Active_Listening,7,50.0,feature_5
449,ID_13,Installation,8,48.57142857142857,feature_1
450,ID_13,Monitoring,9,48.10126582278481,feature_3
451,ID_13,Active_Learning,10,47.72727272727273,feature_3
452,ID_13,Science,11,47.5,feature_2
453,ID_13,Operation_and_Control,12,46.875,feature_5
454,ID_13,Negotiation,13,46.875,feature_2
455,ID_13,Troubleshooting,14,45.83333333333333,feature_1
456,ID_13,Technology_Design,15,45.714285714285715,feature_1
457,ID_13,Persuasion,16,45.45454545454545,feature_5
458,ID_13,Systems_Evaluation,17,45.45454545454545,feature_4
459,ID_13,Mathematics,18,45.07042253521127,feature_1
460,ID_13,Operation_Monitoring,19,44.06779661016949,feature_5
461,ID_13,Critical_Thinking,20,43.51851851851852,feature_1
462,ID_13,Equipment_Maintenance,21,43.13725490196079,feature_2
463,ID_13,Systems_Analysis,22,42.99065420560748,feature_5
464,ID_13,Programming,23,42.22222222222222,feature_1
465,ID_13,Operations_Analysis,24,41.66666666666667,feature_2
466,ID_13,Judgment_and_Decision_Making,25,40.869565217391305,feature_1
467,ID_13,Equipment_Selection,26,39.62264150943396,feature_1
468,ID_13,Complex_Problem_Solving,27,39.39393939393939,feature_1
469,ID_13,Management_of_Financial_Resources,28,39.23076923076923,feature_1
470,ID_13,Repairing,29,38.80597014925373,feature_2
471,ID_13,Quality_Control_Analysis,30,38.55421686746988,feature_1
